precio_accion_S,precio_ejercicio_K,tiempo_T,tasa_interes_r,volatilidad_sigma,precio_real,precio_predicho,error_absoluto
147.28544500465665,146.27874983480723,1.233676244266035,0.07612162211110521,0.5079348212705546,38.688383013870975,38.39263668019451,0.29574633367646896
171.2557871805535,177.51927982871834,1.6755251968178573,0.04040995994064598,0.27977988767047557,26.994470225692666,26.970611843358014,0.02385838233465165
188.57065400962495,67.20962698306144,1.0461295872425767,0.04907972782564013,0.3229590380147963,124.72967292148834,124.57777071280023,0.15190220868811366
69.60033244976908,124.45192976497746,1.8698063031878749,0.04191221647259084,0.4186798794464045,5.222805662531236,4.797397394271037,0.42540826826019895
105.05952864707413,111.90038327604061,1.4157060573216762,0.05499876141070381,0.4861959299606635,24.515105403450903,24.002550856541156,0.5125545469097474
74.10934147665395,80.09799433927866,1.9909662889305597,0.06492644077351903,0.38310013266352394,17.322949030771,17.683937735179335,0.3609887044083351
126.31413233287695,122.93892095015141,0.45430285567309386,0.01460535291916828,0.5764416353986069,21.29918530119661,20.28466095411313,1.01452434708348
53.328942678223115,56.750394993944425,0.2174369653111876,0.07073165209609623,0.4899659079274906,3.792136081030936,3.4490716169014384,0.34306446412949754
132.34670997941902,65.57776541506274,0.0509140855613674,0.04272756862781854,0.20964392123845718,66.91144967452367,67.07934750819783,0.16789783367416078
171.61478254733808,102.50839380739282,0.2610635933662179,0.079037083687722,0.5698229994259407,71.68790225170896,72.0796661269838,0.39176387527483314
166.2353025988158,96.07423997550143,0.8581000815334567,0.0540619930391434,0.5173099276198437,77.50743011156725,76.81397171479288,0.6934583967743606
146.73096720167933,162.2086353582917,1.527846912055676,0.03567374317854526,0.34209877523769083,21.85337438895327,22.09686930531692,0.24349491636364817
193.81870843185564,175.06207663177602,1.3554581058750172,0.050827468972973626,0.1485011372380803,33.031789337020115,32.79311621506864,0.2386731219514715
110.40091559537294,62.73635952861443,1.6944495854745643,0.023477811964350392,0.38197324592836646,52.26488209189218,52.36959288167964,0.10471078978745396
132.29210889833112,189.61464029380429,0.45663999668656435,0.05887220185789186,0.48881480008837697,4.195473690128264,4.214885808183407,0.019412118055143424
53.57600176436525,119.27140539280306,0.9243182418999272,0.04310541309428963,0.523410913647154,1.1009324546018338,1.0954107855450488,0.0055216690567849724
128.45769807991036,128.9150538409172,0.5107838599944156,0.08683900449362957,0.517075443039883,21.133712309476074,20.853116640981845,0.2805956684942288
111.61469124297804,96.1375057241163,0.0741051514479469,0.00027746690557101106,0.5304305914007823,16.644945922032377,18.277620900697315,1.6326749786649373
177.3730431799348,194.94242245677765,0.5064503792627107,0.01356542442002806,0.1860927968900203,3.7375086691737778,4.052489506707037,0.314980837533259
98.26679205783218,122.55954227119865,1.7861781709734013,0.05018828543367252,0.49401852473821595,20.827616944879985,20.819180863366398,0.008436081513586657
185.42273122101165,120.79311580466668,1.127698310017317,0.023394838621642013,0.10407125667322195,67.77481674596598,67.53476346955611,0.24005327640986707
67.25642230433039,148.08667657429487,1.6154149862913163,0.07419405004142329,0.2574475667876618,0.2283182164606179,0.0,0.2283182164606179
96.70741164029835,163.17486946998486,0.7949403055284789,0.02708553417214221,0.2560660767154749,0.139094949456243,0.42772415663478114,0.2886292071785381
60.07335166024593,82.4307638820737,1.8252960301227399,0.019248514273571306,0.4794560347437804,9.555109328364995,9.751794677824673,0.19668534945967764
67.47489959430818,178.71491921061423,1.9120110226731508,0.08817513047220253,0.3833741982445107,1.4623762614627758,1.6032392372398476,0.14086297577707185
197.55754422845965,105.89580268035375,0.8599952858229113,0.074948205010532,0.23676629849344863,98.27918320590356,98.07548045931844,0.20370274658512244
192.45887398921278,98.06909455692676,0.4597699291194953,0.026214007386079388,0.5553381865228294,96.24885600149099,96.29830684428094,0.04945084278995182
148.4946397442252,85.18953045480704,1.4590608029773364,0.02301764871568639,0.11297275337450738,66.11864316394485,66.32000646850238,0.20136330455753182
65.6913012525019,138.97886805029017,1.5657176924138996,0.005535343875961274,0.28619009735511913,0.2373599635168957,0.1840309156874369,0.0533290478294588
57.748687552159836,102.97818729587763,0.6703232525141045,0.06348482124320616,0.45379459088551055,0.9249111032797686,0.8062379768663988,0.1186731264133698
174.38909651967367,159.9170058827484,0.2370155363292935,0.027199191087482547,0.10475841951586876,15.613422790813871,14.795691071261672,0.8177317195521994
155.66277992927678,63.218633857524914,1.2637700213263663,0.0567747229534997,0.3457760090438673,96.8939672626559,96.86681909036585,0.027148172290054617
98.5734650542513,69.64592010894592,0.6206725060737046,0.04890432596240342,0.5187172920554637,34.171465818989375,33.74094767662893,0.43051814236044805
84.16752612073037,182.11588042592953,0.7578969044560719,0.057842138142293914,0.4624810102375355,0.6715769238621356,0.675611169075232,0.004034245213096366
120.3697996375274,93.06668484780934,1.1101982356685376,0.08018151924072076,0.37058040072086584,39.24939947255072,39.42206015273169,0.17266068018096803
106.81978294782654,112.95907403187637,0.5745141166700634,0.03277638675847113,0.46793878817981793,13.386255474521398,12.912611595023623,0.4736438794977751
