precio_accion_S,precio_ejercicio_K,tiempo_T,tasa_interes_r,volatilidad_sigma,precio_opcion_black_scholes
166.0934072833945,193.136187878917,1.7702822944693661,0.09899833738333239,0.5694366176839756,50.463033207862104
115.83176596280785,198.5675692973992,0.8573687667527576,0.02962979127283698,0.5738111365543642,6.906311716703314
178.78968798670738,174.97496472491704,1.2447003551896219,0.09114983399785842,0.36800342950546316,39.97140218229508
154.6052043589046,116.58258624366289,0.32456230761502214,0.08987663382977192,0.22543244225735212,41.41706096118833
64.12660218314743,132.11140671093568,1.07768829758894,0.08550535101542067,0.4696615562889205,1.9383572358458663
196.34335274551339,125.4960464508042,0.87675565181775,0.01585604137082619,0.43078695221686714,76.47860742467833
164.17095529855294,73.3500088159924,0.993311664924914,0.06597496643418121,0.537662189409816,96.68536769292095
167.90964579154308,178.16212565380462,0.40933448524040916,0.03798941795403238,0.5260445584305076,19.3799617362848
69.21704490133189,151.3686405390569,1.7391317797209358,0.04728147797723854,0.23917652887397442,0.141573322722913
117.55789068433506,145.6903424283426,0.20594248904840706,0.015413482083692955,0.39199902307730805,1.3322805251336725
105.61970363488719,83.04967525047184,1.57334119676519,0.09772225809081955,0.31940953027653474,37.353549280141124
189.01474832729028,72.97389481520663,1.8910413413190583,0.026558920803082732,0.5646334143198021,123.53856664498443
146.5797680120997,180.95397155518236,0.25735690261466837,0.08585181858446753,0.30445276885653416,1.3340356447541772
173.41424199062448,76.91209229333222,0.895684934889938,0.006023733118436048,0.1317093845712072,96.91600121811274
116.51212982409967,61.05777017858795,1.1906525420400196,0.07923203824101888,0.3448881229891796,61.227413770820185
84.08580826771653,143.8407801694534,1.9831026383747923,0.07968232796152347,0.21518485574097815,1.5449542474346956
133.1877180523752,155.6514885964286,1.737496770442771,0.026094207485832157,0.10534425991131077,2.3630108729351136
59.5725884156263,67.94336154670131,0.857746334687417,0.056744873839537815,0.5560350274683191,10.215120249677184
174.1446757988873,81.02891079784771,1.9374382934477274,0.029767261934073377,0.4363483021654132,100.40475419816939
144.74965986830972,168.3145692592309,0.6959682583732459,0.021061974468778867,0.15857845297018616,1.6123975814388025
163.71316101280607,189.43777996017806,0.7129827719983582,0.061823492785517964,0.28974552973656476,9.44232203508463
103.17889521948025,121.47330755597301,1.0372044249721513,0.07253357014695325,0.2393312781710433,6.394116463334392
195.6047036592355,168.80074592786002,1.5701726621319343,0.07126106796928215,0.5081453993789706,69.01564864125818
183.96816819832966,97.910017681862,0.4247278024853405,0.08384754745993522,0.4483490845314645,89.63166888427719
166.7575245610643,155.48509111010168,1.4978098124881487,0.07152408448650437,0.15492814595299678,29.789654163999614
79.19580617779513,133.5830689132203,0.05526527746175908,0.0382448032679016,0.10331349151399524,3.392425760228713e-103
